publishedAt,authorDisplayName,textDisplay,likeCount
2024-10-29T12:37:17Z,@gunturHasan-hs7td,MUNDUR SAJA Bikin KiSRUh SELURUH iDONESiA KALAU MEMANG TERBUkti,0
2024-10-29T12:37:17Z,@gunturHasan-hs7td,MUNDUR SAJA Bikin KiSRUh SELURUH iDONESiA KALAU MEMANG TERBUkti,0
2024-10-29T12:37:14Z,@saryanto6212,pemililknya anak si kampret,0
2024-10-29T12:36:33Z,@umimidah,Omon omon Lagi ba2cot 😈 sprti orang Ita ajah pura2 ngambiL mntri bekasbtri PKI 😈 rezim jakodok smua oon brikut mntri agamanyah juga oon ngambiL imam msjid istikLaL bukan UAH,0
2024-10-29T12:35:40Z,@matiuspalunthe9767,"AA gim,... sebagai salah satu pigur dlm agama tak usah kau ikut2an politik,jgn keluar dri ranamu.<br>Biarkan orang lain mengurus itu.jgn seperti somat mempermalukan diri sendiri,di mana2 di tolak karena urusan ceramah tapi kampanye.....<br>Tampa gibran blm tentu prabowo menang,dan gibran adlh sosok yg sangat toleransi sedangkan anda adlh seorang yg intoleransi ...",1
2024-10-29T12:34:25Z,@hokefarm3462,"AA Gym ingat dulu anda juga pernah punya kasus hlo,ingat-ingat jangan sok suci Gym...",2
2024-10-29T12:34:09Z,@MasAgung-h2o,"Gak usah ikut cari panggung AA, urusi sj keluargamu fufu fafa itu urusan politik",0
2024-10-29T12:34:04Z,@umimidah,BociL mau jadi wakiL paLsnga poLongo,0
2024-10-29T12:33:50Z,@hanri9294,Ayo gibran...ngaku lo...,0
2024-10-29T12:33:26Z,@umimidah,Mantap ust AA Gim,0
2024-10-29T12:33:25Z,@Subandi-b9c,𝙎𝙖𝙮𝙖 𝙠𝙪𝙧𝙖𝙣𝙜 𝙛𝙤𝙠𝙪𝙨 𝙠𝙖𝙡𝙖𝙪 𝙍𝙃 𝙘𝙚𝙣𝙜𝙚𝙣𝙜𝙚𝙨𝙖𝙣 𝙢𝙚𝙣𝙖𝙜𝙖𝙩𝙖𝙠𝙖𝙣 𝙠𝙖𝙩𝙖 𝙠𝙖𝙩𝙖𝙣𝙮𝙖.. <br>𝘽𝙚𝙧𝙞𝙩𝙖𝙠𝙖𝙣 𝙙𝙜𝙣 𝙨𝙖𝙣𝙩𝙖𝙞 𝙖𝙩𝙖𝙪 𝙗𝙞𝙖𝙨𝙖 𝙨𝙖𝙟𝙖 𝙟𝙜𝙣 𝙘𝙚𝙣𝙜𝙚𝙣𝙜𝙚𝙣𝙜𝙚𝙨𝙖𝙣 𝙗𝙚𝙜𝙞𝙩𝙪..,0
2024-10-29T12:33:04Z,@lelifauziah3514,"Polisi jangan diam aja atuh, udah resah adanya PUPUPAPA, kmana polisi ?? Cari dan proses siapapun itu, kkllw ada di pejabat, ini sungguh meresahkan dan secepatnya di deportasi,penyelidikan biasanya ada ditangan POLISI, tolong pak polisi kami rakyat mmendengar isu pupu papa, maunya apa sih orang yang bikin akun itu,?...",0
2024-10-29T12:32:49Z,@agungbudisantoso-jn8sb,Fufufafa takut mahasiswa,0
2024-10-29T12:32:36Z,@PutriMandiri-d6j,Bener p,0
2024-10-29T12:32:22Z,@YuhyiSyakban,"jangan sesumbar dulu bung, kau gak tau siapa pelindung di belakang fufufafa, gak tau kah hukum di negeri ini kayak apa",0
2024-10-29T12:32:16Z,@umimidah,Sangat stuju mundur الحمد لله رب العالمين,0
2024-10-29T12:32:13Z,@mgshartini5586,"Gibran apa yatenang setiap detik di hujat, masarakat,klo org waras pasti tdk tenang hidupnya.",0
2024-10-29T12:31:51Z,@vickybarra8075,"Bagaimna klo seandainya &quot;Fufufafa&quot; itu bukan Gibran melainkan Aminrais,,,,😅 Akan kah kaum sakit hati insaf,,??? Menurut sya sih nggk,, pasti ada lagi narasi yg akan mereka bangun,, 😂😂",1
2024-10-29T12:31:22Z,@jokobudimans5693,Sikat,0
2024-10-29T12:31:07Z,@nonosupriyono3345,😅😅dakwah apa nyinyir wah parah,0
2024-10-29T12:31:06Z,@mismananggara4836,"Aya aya wae Aa Gim, Ustad kok perilakunya gk bener.<br>Masak ikut ikutan Manusia pemfitnah, Ceramah Elu kagak luku lagi Bro. <br>Gue yakin itu, mendingan Elu kawin lagi Aa Gim 🙈🙈👌",1
2024-10-29T12:30:55Z,@jokobudimans5693,Bahaya RI 2,0
2024-10-29T12:29:46Z,@satpolpp2927,Kalo ga tukang bohong bukan gen mulyono pastinya.😂,0
2024-10-29T12:28:12Z,@MujiSantoso-q2x,Sebaiknya di proses aja.klo mundur sangat gk mungkin.ini sdh heboh,0
2024-10-29T12:28:01Z,@endrabrayirawan9596,Orang yg tidak jjujur dam bertanggung jawab bs jadi wapres hny di indonesia..ini mmelecehkan para pahlawan pejuang2 indonesia.😂😂😂😂,0
2024-10-29T12:26:41Z,@user-mq3du6br3d,Sy mau berdemo untk fufu fafa klo dkasih uang 100jt + nasi bungkus.<br>klo tdk no way 😁😁😁,0
2024-10-29T12:26:10Z,@hokefarm3462,"Hla yg koar-koar tentang Fufu-fafa jentlemen, bawa barang bukti ke kantor polisi, jangan nyebar isu doang tapi yg bisa buktikan, Roy Asuryo ayo buktikan, beraninya cuma sama keluarga Joko Wi doang.....",1
2024-10-29T12:25:40Z,@ZaiNal-kj3nr,Kok kacau balau aja berita Skrang ya ada apa Negri ini ya🙏,0
2024-10-29T12:25:38Z,@rizalesaddin2490,Saya yakin akan ada yg gencar melindungi pemilik akun fufu fafa termasuk raja jawa gadungan.,0
2024-10-29T12:24:25Z,@tutorjalanan1715,"Petruk Tua dan Petruk muda sama aja, suka bohong.",0
2024-10-29T12:23:15Z,@samsimilatu5517,Siapa yy punya sebenar nya akun fufu fafa dan siapa yy mampu mengusutnya ?.,0
2024-10-29T12:23:03Z,@nasipmunadi5345,Nga salah aa gim bilang jentelmen maksud apa  aa,0
2024-10-29T12:22:39Z,@hotamintunggal,Tangkap dan adili FUFUFAFA....rakyat sudah Muak!!!!😡😡😡🔥🔥🔥,0
2024-10-29T12:22:10Z,@tatirohaeti6080,Fufufafa,0
2024-10-29T12:21:59Z,@user-mq3du6br3d,sp mau demo seluruh rakyat Indonesia baik itu dri semua agama untk fufu fafa cm dpt nasi bungkus sm uang 50rb.<br>gk sudi 😁😁😁<br>iya klo dkasih uang,0
2024-10-29T12:21:42Z,@RidwanRadwa-bw2tz,"Jangam menuduh nanti kalau bukan gibran bagaimna sdh lah akun ini sdh lama knp di amgkat lg ajaran agama sali g memaafkan kyai harusnya memebrikan kesejukan jangan  prpvokasi , yg jd korban aja berjiwa  besar gak oenting yg penting kerja membahagiakan rakyat indonesia itu tujuan presiden prabowo",1
2024-10-29T12:21:31Z,@VinMei-px1gl,Bang refly ...gimana caranya dapat jaket bang refly..😊,0
2024-10-29T12:20:29Z,@andiksulaiman-rv7tf,Gk mu hkin mundur lha kur ensk kok fi lrpas gak lahl,0
2024-10-29T12:20:02Z,@indrajisoeprapto9943,"<a href=""http://www.youtube.com/results?search_query=%23wapret"">#WAPRET</a> FUFUFAFA ODGJ",0
2024-10-29T12:19:54Z,@tas-19official49,"Orang ini sok bener saja, padahal 11-12 dg Fufufafa, ia rasis saat dulu provokasi nyerang BTP...!!!",1
2024-10-29T12:19:53Z,@Asepgosir,SHI GIB RAN ORANG SYARAP KARENA OD<br>KALAU DIBIARKAN TETAP MENDAMPINGI PAK PRABOWO SEBALIKNYA SHI GIB RAN SYARAP ITU PEMERINTAHAN PERAH PUTIH BISA BERANTAKAN.<br>UNTUK APA TETAP DIBIARKAN SAMA SAJA PAKPRABOWO MENANAM DURI DALAM DAGING.APA SIH KEUNTUNGANNYA SHI GIBRAN DIBIARKAN MENJADI <br>WAPRES .MEMANG SDH GAK ADA LAGI MANUSIA YG MASIH SEHAT ROHANI DAN JASMANI<br>KALAU SHI GIBRAN SDH RUSAK DARI ROHANI SAMPAI JASMANI.MAU DIBAWA KEMANA NEGARA INI ? ??? 😂😂😂😂😂😂😂MAU DIBAWA KE RRT UNTUK MENJADI NEGARA KOMUNIS ? <br>SHI JHO KHO WEE SENENG BUANGETT EMANG ITU YG DIHARAPKAN<br>OLEH SHI MANUSIA RAKUS DN PENIPU ULUNG.😂😂😂😂😂😂😂😂<br><br>.,0
2024-10-29T12:19:17Z,@egc9498,Ayovyg 58 persen itu dibela pemi.pinmu yang kaya gini. Ayo msh kekeh  dan mau ngeles apa. Msh bangga dgn kemenanganmu. Ayo tanggungjawab jgn tiarap😅😅😅😅😅😅😅😅😅😅😅,0
2024-10-29T12:18:39Z,@donarestiani02,AA GIM KOOO MAU DIHAASUUT  JUGA DI AJAAK KEJALAAN KEMAASIITAAN *KEKAFIRAAN JUGA MENJOLIMIN /MEEMFIITNAH ORAANG KALAU AA GIM MAU DI HASUT JUGA AJAK REFLI HARUN CS  INSYA ALLAH *INSYA ALLAH  CITRA JUGA NAMA BESAR KYAAII JUGA ULAMA KIAMAT *HANCUR MOORAAAL AHLAK JUGA AGAMA **REFLI HARUN CS  COOOONGOORYAA  NAAAAJIIIS JUGA KUUUFUUUUR UCAAPAANYAA  AHLAK JUGA AGAMAYAA *,0
2024-10-29T12:18:38Z,@BasBasori-vp4tl,Cangkem elek ojo iri,0
2024-10-29T12:18:13Z,@gadogado8370,"Mundur kalo punya malu,,orang BPK ama anak sama aja gak punya malu",0
2024-10-29T12:18:03Z,@Anyerpanarukan99,Mundur  ....sibego....samsul.<br><br><br>bikin maluuu...sdh melanggar etik MK...merusak konstitusi,0
2024-10-29T12:18:03Z,@komarrudin42,Fufufafa mundur nanti setelah 5 thn kontrak dengan pemilihnya,0
2024-10-29T12:17:51Z,@MezkyProperty,"Ngaku, minta maaf &amp; sadar diri kwalitasnya kgak ada, mundur z lah",0
2024-10-29T12:17:03Z,@rudolfkorengkeng1825,Sebenarnya Akun fufufafa itu milik Roy Suryo... Karena hanya dia dapat membuka akun fufufafa.,1
2024-10-30T00:12:19Z,@tatangis4544,Ini pasti pelindung fufufafa . . . ngaco,0
2024-10-30T07:23:01Z,@rudolfkorengkeng1825,"@tatangis4544  anda juga bagian dari orang orang pembenci Keluarga Jokowi....<br>Karena anda beda kelas dgn mereka, karena anda juga sdh kena virus kebencian... Carilah pekerjaan yang baik supaya tidak iri dgn keberhasilan orang lain. Paham ?",0
2024-10-29T12:16:54Z,@YahyaZxc-xk2nv,Tenang saja saya ada disini semua pasti beres sebab saya anak muda tercerdas se-Indonesia Samsul gitu Lo gak ada lawan anak Mulyono siraja ngibul sejati.,0
2024-10-29T12:16:24Z,@andiksulaiman-rv7tf,Gak semudah yg kau ucapkan,0
2024-10-29T12:16:17Z,@ramliramli6241,ini channel sampah gerombolan tukang fitnah akibat mereka kalah pilpres bhahaha wkwkwkwk kasian banget mereka,0
2024-10-29T12:16:14Z,@ismedassegaf8408,Ke. 4 Masih kanak 2.🙏🤲,0
2024-10-29T12:15:33Z,@RudiGonibala,Ngak mau ngaku dia  karena sangat memalukan,0
2024-10-29T12:15:19Z,@adamsmansa7134,andaikan ps masih mempunyai karakter sbg pasukan komando..........pasti tidak akan takut dan ragu untuk bertindak,0
2024-10-29T12:15:05Z,@kawaslawas6038,Awas yg triak fufufafa ntar elu yg punya akun itu tu😂😂<br>Gelandangan cari mkan sebar hoax mulu ni manusia😂,0
2024-10-29T12:14:36Z,@naciosilvia9042,RH iniharus  bawa ke rumah sakit jiwa udah mulai ngawur <br>Ganguan kejiwaan kamu tuh,0
2024-10-29T12:14:34Z,@endrabrayirawan9596,Apa kata dunia ibu pertiwi pny wapres fufufafa..indonesia sdh tdk ada lg org pintar samapi fufufafa jd wapres,0
2024-10-29T12:14:32Z,@BayuWibawa-sz1qp,Pohon tidak jauh dari anak nya bapak tukang ngibul alias tukang bohong anak nya juga sama semoga Allah SWT mengutuk sekeluarga orang ini,0
2024-10-29T12:14:26Z,@EsKopyor-s7e,STRATEGI CARA BERPOLITIK KALIAN TERLALU JADUL SEHINGGA TAK MAMPU MENGOYAHKAN LAWAN MAIN KALIAN 🤣🤣🤣🤣🤣🤣🤣🤣,0
2024-10-29T12:14:22Z,@TaeTae-nv5fw,Mau komen takut jatah beras di Cabut....😂😂😂😂😂😂<br>Angeeeeel......angel.,0
2024-10-29T12:14:05Z,@haikalkezha4210,Dukung bang RH turunkan,1
2024-10-29T12:12:50Z,@Suhendar67S,Yg sudah pasti mereka berusaha terus menyèmbunyikan  kebenarannya   sebab kalau ketauan  hancur lah dia  jadi saya yakin pemiliknya yg sekarang lagi berkuasa  kalau rakyat biasa sudah pasti dari dulu ketauan  cuma ini mereka tutup tutupi  dan yg menutupi nya juga pihak aparat,0
2024-10-29T12:12:17Z,@uastadzhamdanhamdan2188,Rafi harunn gitu aja dikir aja bng,0
2024-10-29T12:12:08Z,@naciosilvia9042,Kaya Nga ada konten lain aja <br>RH ini udah kalah masih aja nyari nyari ksalahan orang lain,1
2024-10-29T12:11:59Z,@rakhmatkartolo68,intropeksi diri sendiri aja bang,0
2024-10-29T12:11:56Z,@SevenAngels-zm8nf,"Saya setuju kalau Anies jadi wkl Prabowo, krn kalau diluar sulit utk berbuat,kalau didalam, klau memang Prabowo adaniat baik ANIES bisa bekerja sama,kalau Prabowo cuma omongnya saja yah,anies bisa ngelingke. Mentri2 hrs diresafel, jngn memggelembung.semoga Allah ngijabahi.",0
2024-10-29T12:11:31Z,@paseksuardana,Hukum Tanam Petik (Karmapala) 🙏,1
2024-10-29T12:11:25Z,@mfirdauzchannel1435,"Kalau yg korupsi kalian diam tidak dikuliti giliran yg gini aja kalian koar2 sampai2 aa gimana ikut2an,,,memalukan ,,,,refly refly",1
2024-10-29T12:11:01Z,@suryaponselstg1998,"Kasian jg iya, mrk&quot; nyinyir melulu pagi siang, malam ga&#39; henti2nya, sementara si Asam sulvat santai sj menerima tamu2 negara . RH, RS CS pd sibuk banget memerror, sementara RI 1 ga&#39; peduli sebagai korban",0
2024-10-29T12:10:29Z,@totengarisandi4110,"Sepertinya pak prabowo sdh tau pemilik akun dan siapa2 aja yg coba goreng serta cari celah memanfaatkan kasus ini dia tinggal eksekusi aja klo waktunya sdh dianggap tepat, tinggal tunggu aja",0
2024-10-29T12:09:49Z,@addinulkn,Mana mau mundur?...etika aja dilanggar!!!,0
2024-10-29T12:09:46Z,@TheKararangges,AYO PAK PRABOWO...SIKAT GIBRAN DENGAN CARA ORDE LAMA🔥🔥🔥,0
2024-10-29T12:09:43Z,@dudungAsep-f1i,Gibran itu orang sakit lihat aja matanya yang teler  apa kata bang refli harun,0
2024-10-29T12:09:27Z,@nasiantonasianto8273,Apa urusan mu pada ngurusin fufufafa,0
2024-10-29T12:09:25Z,@mercon9546,Tai kucing,1
2024-10-29T12:09:05Z,@hotmartuaharahap6386,"Fufufafa susu bendera,,,,,😂😂😂😂",0
2024-10-29T12:08:09Z,@PaJali-x3c,Run run dlm hatimu ada penyakit,1
2024-10-29T12:07:51Z,@husainhusain4586,"Kaum sakit hati bingung untuk adu domba dan lengserkan Gibran  😂😂, masgibran sibuk bekerja",0
2024-10-29T12:07:33Z,@adamarif351,"<a href=""https://www.youtube.com/watch?v=0w9wbvp4RAE&amp;t=1360"">22:40</a> di &quot;makrufAminkan&quot; 😅",0
2024-10-29T12:07:21Z,@wongedan1538,Copot fufufafa jangan dipelihara dinegeri tercinta ini,0
2024-10-29T12:06:59Z,@Satriabaja1881,Lebih sportif mundur saja Fufufafa...,0
2024-10-29T12:06:55Z,@milyaderbcc,Selamatkan indonesia dari fufufafa,0
2024-10-29T12:06:32Z,@SulastriRamli-vw4fg,BIAR MAU DI BRONDONG  SENJATA FUN .ORANG YG BENAR AKAN TETLINDUNGI ALLAH TA ALLA . .MAS GIBRAN DAH TAKDIR ALLAH  RI 2 . JAMGAN MENENTANG TAKDIR ILLAHI . .KLU ALLAH DAH BERKEHENDAK  MAU NGOMONG  APAKALIAN <br>LAGI JAMAN ORANG BINGUNG . YG WARAS NGALAH .,0
2024-10-29T12:08:48Z,@IcanGarnacho-zu3rt,SOK YES LO😂😂😂,0
2024-10-29T12:06:15Z,@ayinuryati1863,"Pak prabowo dan didit anak nya lahir dari orang orang hebat ,si fufu fafa lahir dari gak jelas keturunan nya ,maka ny oon nya nyundul langit turunan bpk nya raja kibul.",0
2024-10-29T12:06:10Z,@donarestiani02,"REFLI HARUN *DR TIFA JUGA ROY SURYO  ANTEEEEK *ANTEEEEK  PROVOKATOR KEEDZOOOLIMAAN * KEEMAAASIIIATAAAN KE BOOOBROOOKAN DEMOOKRAAASI PERSATUAN JUGA KEUTUHAN JUGA PERUSAK MOOORAAAL AHLAK AGAMA ASAS DASAR PANCASILA DAN UUD 45  REFLI HARUN MAKIN KESINI MAKIN SEETREES *EDAAAAN JUGA BUUUSUUUK  MOOORAAALYAAA COOOONGOOORYA SAMA DENGAN HEEEWAAAANISMEE  JUGA ANJIIING NAAAJIIIIS  BUUUUSUUUK  <a href=""http://www.youtube.com/results?search_query=%23mooohoon"">#MOOOHOON</a> DENGAN SAAANGAAAT  HOORMAAT PADA PRESIDEN PRABOWO TAANGKAAP  **BERSIHKAN JUGA TENGGELAMKAN ANTEEK *ANTEK PKI *KOOOMUUNIISMEE JUGA RADIKALISMEE REFLI HARUN C S  NAAAAAAJIIIIIIS  JUGA BAAAAGOOOONG NKRI TAAAANGKAAAAP MUUDAAH *MUDAHAN( ALLAH SWA ) MENURUNKAN AZAAAAAAAB JUGA SIKSAAAN JUGA KARMA PADA REFLI HARUN CS",0
2024-10-29T12:05:48Z,@SoelarsoSoelarso-h6z,Beginilah jadinya.😅,0
2024-10-29T12:05:48Z,@jefraimjonilay,"Uruslah urusan masing-masing sobattt<br>Negatif thingking saja ...<br><br>Jangan kita sebut nama Yang Maha Kuasa penuh mulut, tapi pikiran kotorrr ... <br><br>Jadi lebih baik koreksi diri masing-masing, kalau sudah beres, diam dan jaga diri supaya tetap menjadi orang baik bila perlu menjadi orang benar ...<br><br>Inilah yang namanya  &quot;semut di seberang lautan nampak, tapi gajah di pelupuk mata tidak nampak!&quot;<br><br>Jadi siapa yang tidak pernah berbuat salah/khilaf/ bersyukurlah!",3
2024-10-29T12:05:39Z,@larryhalim6454,Uda nggak usa.banyak omon  omon perbanyak istri aja ente,0
2024-10-29T12:05:08Z,@sriyantoyanto1191,FUFUFAFA pengin susunya Syahrinii,0
2024-10-29T12:04:56Z,@tjondrobirowo9541,Kalian bicara apapun ngga ads gunanya kalau apa yang dikatakan fufufafa benar....,0
2024-10-29T12:04:22Z,@CahayaTerang-pg7hy,Smg Allah Ta&#39;ala... Menjaga NKRI dari jiwa jiwa penghianat perusak negara.,1
2024-10-29T12:04:08Z,@MuchroniUjon,Zaman teknologi maju kalau mau di lakukan. Penyelidikan  sangat mudah itu mengungkap kasus tsb. Tinggal kita tunggu langkah ya akan di ambil oleh ptesiden,0
2024-10-29T12:03:54Z,@wawanikhsan5241,Anak anjing pasti tdk punya etika dan moral ...,0
2024-10-29T12:02:44Z,@damarmar9482,kebencian mereka yg tidak berbuat apa2,1
2024-10-29T12:02:36Z,@ABrl-d7y,Pret mau adudomba trs kamu sudah dk di anggap sama masyarakat indonesia,0
2024-10-29T12:01:48Z,@IjulBatubara-xi7iv,Ini negara besar bukan paprik?,0
2024-10-29T12:01:25Z,@pujiyanitriplex1226,"Pecundang tidak mungkin mau mengakui, tetapi Sepandai2nya manusia menyembunyikan kebusukan, Tuhan punya cara sndiri untuk menunjukannya",0
2024-10-29T12:00:47Z,@SulikahRidwan-c9o,Santun apanya pemilu kemarin merusak dekokrasi wapresmu anak haram kontitusi,0
2024-10-29T12:00:10Z,@KhofifahHasanah-ph6dd,Smoga 58 prsen pndukung pragib..tidak trhasut,1
2024-10-29T12:00:01Z,@naomifransisca9890,FUFUFAFA haa haa bosan 😢 memalukan banget 😊,0
2024-10-29T11:59:55Z,@RudiPonorogo-s6b,"Ada kesombongan atas nama agama,,,ya kalau punya Gibran, kalau akun bustan buat fitnah gimana, bukti belum ada",1
2024-10-29T11:59:49Z,@ArfaDian-v9v,Pengen banget orang ini liat Gibran mundur,0
2024-10-29T11:59:47Z,@sugengsupeno2358,Setuju Untuk  mengundurkan diri sebagai wapres.,0
2024-10-29T11:59:21Z,@gunawangugun1752,"Aa gym..bisa ngomong gak bisa menjalankan...kl aa gym gentle dl cerai menceraikan istri krn dpt yg lebih cantik,lebih muda..",0
2024-10-29T11:58:55Z,@MuhammadSopian-gm6el,Berentilah sibuk cari kesajahan org,1
2024-10-29T11:58:47Z,@wilarayi204,"Barangkali menganggap kehendak Allah bisa dikesampingkan , Kehendak manusia yg masih kuat  mampu menjaga",3
2024-10-29T11:58:39Z,@cutee639,Lah hasil ngga,1
2024-10-29T11:57:28Z,@SulikahRidwan-c9o,Setujuuuu munduuuir itu gibran...m,0
2024-10-29T11:56:46Z,@karsonosono6522,Keren apa apaan pling nyaci maki,1
2024-10-29T11:56:44Z,@YadhieYadie,Kalau benar Prabowo cinta kpd bangsa ini maka secepatnya masalah masalah yg bikin gaduh seperti fufufafa atau apapun itu utk segera diproses,0
2024-10-29T11:56:25Z,@encoramadhana5500,Terserah PS lah. Dia mau diberakin terus atau lempar jauh,0
2024-10-29T11:56:20Z,@kodratsudrajat-xx5mp,Pak makzul tukang cangkul,0
2024-10-29T11:56:15Z,@HerlizarIben,"kok gampangnya reply menilai gibran mengidap gangguan kejiwaan.dokter bukan,nujum bukan.apa bukan sebaliknya yg mengalami gangguan kejiwaan itu malah refly harun",2
2024-10-29T11:55:06Z,@karsonosono6522,"Dulu sy sering dengerin ceramah2 aa <a href=""http://gym.tp/"">gym.tp</a> sekarang.g suka sm aa gym",0
2024-10-29T11:54:36Z,@aliafif7572,"Sifufufafa ibarat api dlm sekam sangat merugikan bangsa Indonesia, memecah belah bangsa dan merusak pembangunan manusia Indonesia, merusak generasi muda indonesia",0
2024-10-29T11:54:31Z,@ceritasenja13,"Padahal batinnya lelah yg amat dalam di setial detiknya, bahkan saat tidurpun bukan tidak nyenyak tapi tapi tidur yg melelahkan",0
2024-10-29T11:54:10Z,@PaKimpling,Mending kawin deui a....loba randa karolot yeuhh😂.ulah ngurus fufufafa...mnding nyandung deui.lelah keenh nyandung a😂😂😂,0
2024-10-29T11:54:07Z,@burhanuddinamin8069,Allah Maha Kuasa membongkar sifat manusia pemilik fufufafa yg sdh lama menghina org,0
2024-10-29T11:53:44Z,@jagadlanang1130,Mundur <br>.,0
2024-10-29T11:53:40Z,@matsahir4238,Kok kiai punyak hati busuk macam ini bagaiana santirinya😊,0
2024-10-29T11:53:18Z,@karsonosono6522,Tetnyata aa gym jg ikut barisan..........,1
2024-10-29T11:53:17Z,@PakcarekNiten54,Ustazd kok menjadi Politik.,1
2024-10-29T11:53:04Z,@PaKimpling,Emmm ai si reflyy bacott 😂😂😂,0
2024-10-29T11:53:00Z,@zerygerygery5823,Akun fufufafa milik anis untuk yetang prabowo dgn betharap jadi metri cara kotor seyelah mentri jok9wi dibisikin prabowo fufufafa harus di pecat jadi menyri😊😅😮😢😂,0
2024-10-29T11:52:59Z,@wiwikwidi8595,"Koq fufufafa jdi tenar dr gibran!!! Pdhal fufufafa itu sigibran....bran..gibran, sblm diturunkan lbih baik turuuuuuun &amp; munduuur mawon balek grg pisang!!! Panteees wis...",0
2024-10-29T11:52:59Z,@robertsihotang9205,Pemilik Akun Fufu Fafa moralnya rendah.,0
2024-10-29T11:52:36Z,@nurhalis4841,"gimana jika Wakil presiden Gibran direaliasi teman Kuya Emang agar jelas siapa pemilik Akun fufufafa sebenarnya, karena masyarakat bingung",0
2024-10-29T11:52:20Z,@nyomanbudatra1716,"Bagaimana ya jika seorang pejabat yang sudah berani berbohong kepada Tuhan,karena Tuhan maha tahu tentu akan lebih berani akan berbohong pada bangsa dan negara nya itu sangat berbahaya😢",0
2024-10-29T11:51:50Z,@nurrohmawati5627,Orang kok jahat hatinya,1
2024-10-29T11:51:49Z,@siscaelz8398,Serius nih Pak?,0
2024-10-29T11:51:43Z,@RubyFandy-ic9sr,"Terlalu fitnah yg berlebihan,ngapain bahas itu gak penting.ngspsin bahas2x yg gak penting itu,yeah......cret mau cari2x dukungan.😛😛🥰🥰🥰",1
2024-10-29T11:51:11Z,@kristianrentas5619,Gak ada kerjaan lain kah 😅😅 ituu itu saja yang di omongin 😅😅<br>Bosan dengarnya,1
2024-10-29T11:50:30Z,@hartonohidayat5198,"FUFUFAFA = pemilik akun ini saya yakin SI BOCIL atau BOCAH IDIOT, psti mukanya LUCU banget  MATA SAYU sprrti SAKAW &amp; malah mgjkn PEMAKAI alias kesehsrisn pemakai NARKOBA jadinya ya matanya sayu &amp; sipit trs hny bisa PLONGA PLONGO saja sprti bnr&quot; BOCAH IDIOT...SAMSUL FUFUFAFA bikin gaduh rakyat NKRI, ayo pak prabowo cpt usut &amp; temukan SI BLO&quot;ON ini agar pak prabowo dpt di percya rakyat. SALAM SAMSUL FUFUFAFA",0
2024-10-29T11:49:52Z,@meyyuningsih2578,Dia sdh menghina rosiluwloh tangkaaaap..... bocil ingusan yg gak tau malu ke pedean pd hal gak becus apa&quot; memalukan sekali lihat aja mata narkoboy,0
2024-10-29T11:49:51Z,@Mustofa-g6o,"Semua tokoh, tokoh yg mana Refly,.....ya tokoh yg sakit hati akibat dipecat itu kan",1
2024-10-29T11:49:49Z,@kampretpolity4756,Hanya di podcast ini netizen dan adminnya masih gila dan kerasukan setan. Obatnya apa ga mempan ya???,0
2024-10-29T11:49:16Z,@aswan1468,Kalau itu manusia Normal/ Waras akan mengakui itu tercelah kecuali makhluk ini syetan,0
2024-10-29T11:49:02Z,@aliafif7572,"Bangsa Indonesia bangsa yg besar dan bangsa pejuang, segera ambil keputusan Kapolri, BSSN utk tangkap dan adili sifufufafa yg sangat biadab dan bermoral bejat",0
2024-10-29T11:48:57Z,@eyounk,"SURUH MUNDUR AJ KLO MSH PUNYA AKAL SEHAT SI FUFUFAFA...<br>BAHAYA ORANG PSIKOPAT INI...<br><a href=""http://www.youtube.com/results?search_query=%23usuttuntasfufufafa"">#USUTTUNTASFUFUFAFA</a>",0
2024-10-29T11:48:44Z,@fentydewi932,"Di bacakan isi cuitan fufufafa di live Refly harun,,, ya Alloh kasar banget,,,waktu itu kan dah jadi anak pejabat,,, kok ahlak nya gituu yaaa",1
2024-10-29T11:48:41Z,@ErwandRanda-k8c,Yg pnting ada konten yg ditonton hari ini❤,0
2024-10-29T11:48:34Z,@ZetaZale,Podchast isi nya kaum HAMA perusak negeri..semoga lekas kena azab..muak liat tingkah kalian kaum HAMA,0
2024-10-29T11:47:41Z,@ZetaZale,Podchast gak bermutu..podchast pemecah bela..yg di undang ke podchast SE paham sama pemilik podchast yg seorang pecatan menteri dn sekarang lagi gak jadi apa2..makanya isi podchastnya nyinyirin terus pemerintah..podchast kaum sakit hati yg gak dpt job di negeri ini..nonton aja gua ogah..podchast bulssied doang..,0
2024-10-29T11:47:28Z,@edierisman4743,"Aq ingat kata pepatah yg sangat bagus yaitu &quot; Ikan sepat ikan gabus, makin cepat makin bagus.",0
2024-10-29T11:46:46Z,@parkboedee4492,Pupupapa aku yakin dr pdpi yg ingin mecah belah.pak jkw dan pak wowo yakin haqulyakin dia...ayo secepatnya semoga kebongkar biar siapa yg bener siapa yg salah biar ketahuan dan malu..jd biar bukan sekedar fitnahan sana sini,0
2024-10-29T11:46:44Z,@muhammadvadhri5730,Itu kalo bener Fufufafa pak Gibran gimana ya perasaan pak Prabowo harus kerja sama orang yang dulu mencaci maki pribadinya,0
2024-10-29T11:46:38Z,@eyounk,KOK PADA BUNGKAM PEJABAT BERWENANG SEPERTI POLRI..BIN... KOMINFO...<br>JANGAN&quot; SI MUL PEGANG KARTU AS _ NYA PADA...😂😂😂...<br>JADI PADA SILENT...<br>WKWKWK,0
